 id time_cycles setting_1 setting_2 setting_3 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 s_18 s_19 s_20 s_21
6279 32 59 0.0007 0.0002 100.0 518.67 643.0 1597.01 1412.37 14.62 21.61 552.59 2388.13 9054.4 1.3 47.64 521.56 2388.14 8133.15 8.4677 0.03 393 2388 100.0 38.99 23.3316
6280 32 60 -0.0007 -0.0003 100.0 518.67 642.6 1589.23 1414.73 14.62 21.61 553.44 2388.13 9048.53 1.3 47.59 521.7 2388.09 8132.84 8.4383 0.03 394 2388 100.0 38.74 23.2456
6281 32 61 -0.0023 -0.0001 100.0 518.67 643.21 1589.99 1408.85 14.62 21.61 552.75 2388.12 9049.0 1.3 47.4 521.52 2388.07 8128.99 8.4411 0.03 395 2388 100.0 38.94 23.3041
6282 32 62 0.0044 0.0004 100.0 518.67 642.1 1595.47 1411.96 14.62 21.61 552.93 2388.13 9049.87 1.3 47.64 521.55 2388.12 8131.03 8.4781 0.03 393 2388 100.0 38.81 23.235
6283 32 63 -0.0013 -0.0002 100.0 518.67 642.6 1593.07 1411.01 14.62 21.61 553.33 2388.11 9046.0 1.3 47.8 521.43 2388.13 8138.15 8.4308 0.03 392 2388 100.0 38.71 23.2673
6284 32 64 -0.0036 0.0005 100.0 518.67 642.77 1595.23 1418.64 14.62 21.61 552.92 2388.13 9050.02 1.3 47.7 521.27 2388.14 8132.91 8.4191 0.03 393 2388 100.0 38.96 23.3069
6285 32 65 0.0022 0.0002 100.0 518.67 643.14 1582.14 1406.15 14.62 21.61 552.74 2388.13 9048.09 1.3 47.74 521.44 2388.1 8126.62 8.4316 0.03 394 2388 100.0 38.66 23.2625
6286 32 66 0.0018 0.0005 100.0 518.67 643.21 1587.99 1418.87 14.62 21.61 553.24 2388.12 9052.91 1.3 47.56 520.66 2388.15 8122.23 8.44 0.03 394 2388 100.0 38.8 23.2342
6287 32 67 0.0039 0.0002 100.0 518.67 643.04 1596.69 1405.46 14.62 21.61 553.13 2388.13 9051.98 1.3 47.68 521.19 2388.12 8125.43 8.4212 0.03 393 2388 100.0 38.78 23.2917
6288 32 68 0.0034 0.0003 100.0 518.67 642.89 1588.24 1411.26 14.62 21.61 553.23 2388.18 9055.54 1.3 47.65 521.23 2388.07 8128.45 8.4208 0.03 395 2388 100.0 38.83 23.241
6289 32 69 0.0006 -0.0005 100.0 518.67 642.72 1592.38 1413.12 14.62 21.61 552.98 2388.12 9053.26 1.3 47.51 521.42 2388.12 8129.42 8.4105 0.03 391 2388 100.0 38.85 23.2847
6290 32 70 -0.0018 0.0001 100.0 518.67 642.77 1588.93 1413.65 14.62 21.61 553.3 2388.13 9048.0 1.3 47.37 521.3 2388.12 8130.88 8.4617 0.03 392 2388 100.0 38.92 23.3295
6291 32 71 0.0019 0.0003 100.0 518.67 642.43 1594.53 1398.95 14.62 21.61 553.0 2388.08 9051.57 1.3 47.51 521.28 2388.13 8128.61 8.4839 0.03 394 2388 100.0 38.84 23.2256
6292 32 72 0.0001 0.0005 100.0 518.67 642.66 1594.84 1410.64 14.62 21.61 552.79 2388.18 9056.19 1.3 47.61 520.98 2388.18 8133.29 8.3846 0.03 393 2388 100.0 38.96 23.2413
6293 32 73 -0.002 0.0001 100.0 518.67 643.19 1591.24 1411.32 14.62 21.61 553.2 2388.14 9048.95 1.3 47.69 521.41 2388.15 8122.7 8.4574 0.03 394 2388 100.0 38.84 23.3037
6294 32 74 -0.0015 -0.0001 100.0 518.67 642.78 1588.94 1410.89 14.62 21.61 553.04 2388.15 9053.1 1.3 47.48 521.01 2388.16 8133.62 8.4113 0.03 393 2388 100.0 38.87 23.4242
6295 32 75 0.002 0.0002 100.0 518.67 643.06 1590.6 1413.27 14.62 21.61 553.61 2388.1 9060.41 1.3 47.58 521.48 2388.13 8140.0 8.4208 0.03 394 2388 100.0 38.64 23.3621
6296 32 76 0.0005 0.0001 100.0 518.67 642.16 1588.98 1404.54 14.62 21.61 553.23 2388.12 9050.2 1.3 47.6 521.4 2388.12 8132.14 8.464 0.03 393 2388 100.0 38.59 23.2645
6297 32 77 0.0033 0.0001 100.0 518.67 642.54 1587.99 1409.46 14.62 21.61 552.86 2388.15 9052.22 1.3 47.47 521.15 2388.13 8128.29 8.4573 0.03 394 2388 100.0 38.88 23.2737
6298 32 78 -0.0017 -0.0002 100.0 518.67 642.45 1589.82 1410.07 14.62 21.61 553.2 2388.15 9057.82 1.3 47.59 520.92 2388.13 8135.88 8.4425 0.03 392 2388 100.0 38.84 23.1274
6299 32 79 0.0008 -0.0003 100.0 518.67 642.71 1589.85 1408.33 14.62 21.61 553.04 2388.12 9046.95 1.3 47.76 521.63 2388.14 8128.83 8.4205 0.03 395 2388 100.0 38.74 23.2151
6300 32 80 0.0029 -0.0004 100.0 518.67 642.98 1585.46 1409.33 14.62 21.61 552.94 2388.1 9050.61 1.3 47.65 521.02 2388.14 8136.15 8.443 0.03 395 2388 100.0 38.95 23.2346
6301 32 81 0.001 0.0002 100.0 518.67 642.71 1591.06 1414.03 14.62 21.61 553.23 2388.1 9055.58 1.3 47.5 521.34 2388.15 8129.42 8.445 0.03 395 2388 100.0 38.7 23.347
6302 32 82 0.0015 0.0004 100.0 518.67 643.12 1588.05 1411.68 14.62 21.61 553.54 2388.11 9051.48 1.3 47.65 521.32 2388.08 8133.77 8.4611 0.03 393 2388 100.0 38.62 23.3497
6303 32 83 -0.0045 0.0004 100.0 518.67 643.27 1592.54 1405.67 14.62 21.61 553.03 2388.09 9055.78 1.3 47.66 521.61 2388.14 8131.22 8.4448 0.03 393 2388 100.0 38.84 23.1973
6304 32 84 -0.0016 0.0005 100.0 518.67 642.67 1587.24 1413.53 14.62 21.61 552.96 2388.1 9055.4 1.3 47.52 521.01 2388.2 8131.71 8.4174 0.03 393 2388 100.0 38.92 23.2686
6305 32 85 0.0002 -0.0001 100.0 518.67 642.85 1598.13 1411.63 14.62 21.61 552.28 2388.12 9054.54 1.3 47.55 521.2 2388.14 8135.36 8.4489 0.03 393 2388 100.0 38.7 23.3047
6306 32 86 -0.0023 0.0004 100.0 518.67 643.06 1585.69 1408.53 14.62 21.61 553.16 2388.15 9054.91 1.3 47.73 521.57 2388.15 8133.36 8.4214 0.03 394 2388 100.0 38.64 23.2206
6307 32 87 -0.0055 0.0 100.0 518.67 642.61 1595.36 1410.62 14.62 21.61 553.02 2388.11 9054.11 1.3 47.57 521.22 2388.15 8129.41 8.4559 0.03 395 2388 100.0 38.72 23.199
6308 32 88 0.0002 -0.0003 100.0 518.67 642.78 1596.3 1411.92 14.62 21.61 552.63 2388.12 9057.01 1.3 47.87 521.18 2388.14 8137.99 8.4459 0.03 394 2388 100.0 38.73 23.3565
6309 32 89 0.0034 0.0003 100.0 518.67 642.89 1594.13 1407.34 14.62 21.61 553.31 2388.18 9049.28 1.3 47.73 520.81 2388.13 8129.06 8.4104 0.03 393 2388 100.0 38.79 23.2882
6310 32 90 -0.0003 0.0002 100.0 518.67 642.09 1586.01 1414.69 14.62 21.61 553.29 2388.11 9051.9 1.3 47.48 521.34 2388.13 8134.85 8.4427 0.03 392 2388 100.0 38.84 23.3455
6311 32 91 0.0021 -0.0002 100.0 518.67 642.77 1596.24 1413.26 14.62 21.61 552.51 2388.1 9056.45 1.3 47.57 520.95 2388.15 8137.23 8.4706 0.03 392 2388 100.0 38.73 23.1774
6312 32 92 -0.0017 0.0001 100.0 518.67 643.38 1589.51 1406.65 14.62 21.61 553.21 2388.1 9049.65 1.3 47.52 521.42 2388.2 8132.91 8.4738 0.03 393 2388 100.0 38.8 23.2609
6313 32 93 0.0031 0.0 100.0 518.67 643.39 1594.65 1414.92 14.62 21.61 552.73 2388.13 9066.16 1.3 47.44 521.25 2388.09 8130.01 8.4672 0.03 392 2388 100.0 38.85 23.1859
6314 32 94 -0.0015 -0.0004 100.0 518.67 642.77 1591.56 1408.45 14.62 21.61 553.04 2388.15 9054.53 1.3 47.53 520.82 2388.13 8130.63 8.4531 0.03 393 2388 100.0 38.7 23.1766
6315 32 95 0.0007 -0.0001 100.0 518.67 643.06 1592.18 1414.69 14.62 21.61 552.93 2388.18 9055.52 1.3 47.74 521.17 2388.13 8133.89 8.4458 0.03 394 2388 100.0 38.86 23.2536
6316 32 96 -0.0014 0.0003 100.0 518.67 643.07 1588.99 1411.76 14.62 21.61 553.27 2388.15 9056.87 1.3 47.8 520.88 2388.13 8138.63 8.466 0.03 392 2388 100.0 38.67 23.224
6317 32 97 -0.0021 0.0002 100.0 518.67 642.76 1588.96 1408.98 14.62 21.61 552.91 2388.14 9058.25 1.3 47.78 521.33 2388.14 8140.24 8.4606 0.03 393 2388 100.0 38.75 23.2715
6318 32 98 -0.0035 0.0005 100.0 518.67 643.2 1587.12 1408.77 14.62 21.61 552.72 2388.15 9049.99 1.3 47.74 521.35 2388.17 8133.31 8.445 0.03 395 2388 100.0 38.63 23.2593
6319 32 99 0.0016 0.0001 100.0 518.67 643.41 1590.54 1404.11 14.62 21.61 553.21 2388.09 9057.3 1.3 47.62 521.05 2388.11 8131.97 8.4415 0.03 393 2388 100.0 38.59 23.2357
6320 32 100 0.0026 0.0001 100.0 518.67 643.2 1591.71 1411.12 14.62 21.61 553.11 2388.15 9048.98 1.3 47.75 521.5 2388.14 8132.82 8.4579 0.03 394 2388 100.0 38.73 23.2031
6321 32 101 -0.002 -0.0004 100.0 518.67 642.6 1592.93 1415.0 14.62 21.61 553.52 2388.16 9053.15 1.3 47.64 521.05 2388.1 8127.44 8.4534 0.03 394 2388 100.0 38.65 23.3606
6322 32 102 0.0014 0.0005 100.0 518.67 642.59 1588.15 1409.09 14.62 21.61 553.41 2388.19 9056.77 1.3 47.72 520.87 2388.15 8134.47 8.4393 0.03 394 2388 100.0 38.73 23.3052
6323 32 103 -0.0015 0.0002 100.0 518.67 643.06 1595.24 1417.72 14.62 21.61 552.38 2388.19 9058.18 1.3 47.68 521.43 2388.11 8137.59 8.4561 0.03 394 2388 100.0 38.78 23.2069
6324 32 104 0.0013 0.0005 100.0 518.67 642.54 1597.88 1420.69 14.62 21.61 552.66 2388.1 9062.48 1.3 47.74 521.03 2388.17 8131.78 8.4495 0.03 393 2388 100.0 38.84 23.2273
6325 32 105 -0.0006 0.0001 100.0 518.67 643.2 1591.51 1418.82 14.62 21.61 552.92 2388.13 9063.99 1.3 47.86 521.25 2388.16 8131.02 8.4513 0.03 394 2388 100.0 38.63 23.1943
6326 32 106 0.0 -0.0002 100.0 518.67 642.45 1595.15 1409.14 14.62 21.61 552.96 2388.15 9058.27 1.3 47.6 520.92 2388.17 8136.75 8.4463 0.03 393 2388 100.0 38.66 23.2868
6327 32 107 0.0001 0.0004 100.0 518.67 642.59 1597.75 1416.19 14.62 21.61 552.6 2388.11 9054.66 1.3 47.59 520.96 2388.16 8138.93 8.4763 0.03 394 2388 100.0 38.76 23.2579
6328 32 108 0.0005 -0.0004 100.0 518.67 642.61 1581.78 1415.2 14.62 21.61 553.01 2388.13 9055.85 1.3 47.67 520.97 2388.14 8134.6 8.4691 0.03 394 2388 100.0 38.9 23.3524
6329 32 109 0.0011 0.0003 100.0 518.67 642.18 1591.58 1417.17 14.62 21.61 553.37 2388.12 9056.65 1.3 47.72 520.98 2388.13 8133.76 8.4089 0.03 392 2388 100.0 38.75 23.2752
6330 32 110 0.0011 -0.0003 100.0 518.67 642.87 1589.98 1412.99 14.62 21.61 552.98 2388.2 9059.33 1.3 47.68 520.95 2388.18 8136.61 8.4465 0.03 393 2388 100.0 38.6 23.1122
6331 32 111 0.0011 0.0002 100.0 518.67 642.41 1585.26 1417.72 14.62 21.61 552.05 2388.15 9052.97 1.3 47.54 521.35 2388.14 8133.06 8.4797 0.03 394 2388 100.0 38.71 23.2641
6332 32 112 0.0003 -0.0002 100.0 518.67 642.68 1593.49 1415.1 14.62 21.61 553.09 2388.18 9053.99 1.3 47.51 521.04 2388.14 8135.23 8.4346 0.03 393 2388 100.0 38.78 23.2421
6333 32 113 0.0023 0.0001 100.0 518.67 643.03 1591.9 1415.13 14.62 21.61 553.0 2388.12 9051.58 1.3 47.72 520.95 2388.17 8133.59 8.4656 0.03 394 2388 100.0 38.74 23.2313
6334 32 114 -0.0028 -0.0004 100.0 518.67 643.17 1587.25 1413.51 14.62 21.61 552.65 2388.13 9052.93 1.3 47.62 521.0 2388.1 8140.75 8.4453 0.03 394 2388 100.0 38.83 23.2744
6335 32 115 0.0054 -0.0001 100.0 518.67 643.07 1593.26 1416.45 14.62 21.61 552.99 2388.13 9054.77 1.3 47.8 521.2 2388.15 8132.33 8.4947 0.03 393 2388 100.0 38.63 23.2113
6336 32 116 0.0007 -0.0 100.0 518.67 643.57 1597.09 1409.36 14.62 21.61 553.1 2388.15 9055.93 1.3 47.87 521.03 2388.15 8133.01 8.4373 0.03 393 2388 100.0 38.75 23.2187
6337 32 117 0.0006 0.0004 100.0 518.67 642.52 1593.45 1415.21 14.62 21.61 553.36 2388.16 9064.43 1.3 47.71 521.1 2388.2 8131.79 8.4616 0.03 394 2388 100.0 38.86 23.2261
6338 32 118 0.003 0.0005 100.0 518.67 643.11 1593.08 1414.8 14.62 21.61 552.27 2388.17 9059.45 1.3 48.01 521.28 2388.09 8133.93 8.4897 0.03 393 2388 100.0 38.7 23.286
6339 32 119 0.0011 -0.0004 100.0 518.67 643.01 1590.87 1416.1 14.62 21.61 553.11 2388.14 9057.53 1.3 47.62 521.09 2388.15 8137.83 8.4807 0.03 395 2388 100.0 38.72 23.2872
6340 32 120 -0.0022 0.0002 100.0 518.67 642.9 1591.17 1413.64 14.62 21.61 552.94 2388.1 9051.45 1.3 47.74 520.8 2388.19 8133.72 8.4746 0.03 394 2388 100.0 38.68 23.1447
6341 32 121 -0.0035 0.0002 100.0 518.67 643.19 1604.11 1412.62 14.62 21.61 553.48 2388.1 9051.02 1.3 47.58 520.99 2388.12 8135.07 8.4977 0.03 393 2388 100.0 38.76 23.1846
6342 32 122 0.0021 -0.0005 100.0 518.67 642.96 1597.2 1413.93 14.62 21.61 553.12 2388.18 9063.4 1.3 47.65 520.74 2388.17 8135.15 8.4707 0.03 393 2388 100.0 38.72 23.2185
6343 32 123 -0.0001 0.0003 100.0 518.67 643.13 1591.25 1412.98 14.62 21.61 552.31 2388.15 9055.48 1.3 47.71 520.75 2388.19 8136.61 8.4612 0.03 396 2388 100.0 38.71 23.1669
6344 32 124 -0.0011 0.0001 100.0 518.67 642.76 1592.06 1409.69 14.62 21.61 552.82 2388.13 9059.31 1.3 47.74 520.82 2388.17 8137.47 8.4699 0.03 395 2388 100.0 38.75 23.2803
6345 32 125 -0.0032 0.0 100.0 518.67 642.95 1595.26 1412.92 14.62 21.61 553.08 2388.15 9057.4 1.3 47.55 521.1 2388.14 8134.59 8.4861 0.03 394 2388 100.0 38.59 23.1752
6346 32 126 0.0007 0.0003 100.0 518.67 642.95 1594.87 1410.98 14.62 21.61 552.83 2388.12 9059.93 1.3 47.73 521.43 2388.11 8138.59 8.4747 0.03 395 2388 100.0 38.84 23.2334
6347 32 127 0.0001 0.0001 100.0 518.67 642.86 1595.9 1407.04 14.62 21.61 553.45 2388.17 9064.88 1.3 47.51 520.63 2388.18 8133.59 8.448 0.03 393 2388 100.0 38.7 23.2255
6348 32 128 0.002 0.0004 100.0 518.67 642.52 1595.03 1415.11 14.62 21.61 552.92 2388.16 9058.03 1.3 47.67 520.78 2388.14 8135.59 8.4648 0.03 393 2388 100.0 38.45 23.174
6349 32 129 -0.0046 0.0004 100.0 518.67 643.15 1594.26 1413.96 14.62 21.61 552.83 2388.15 9060.17 1.3 47.81 520.73 2388.12 8133.86 8.4635 0.03 393 2388 100.0 38.52 23.2761
6350 32 130 0.0008 -0.0 100.0 518.67 643.03 1590.84 1411.91 14.62 21.61 553.47 2388.12 9064.48 1.3 47.7 520.69 2388.15 8138.6 8.4462 0.03 393 2388 100.0 38.84 23.1326
6351 32 131 -0.0021 -0.0004 100.0 518.67 642.9 1591.69 1420.57 14.62 21.61 552.97 2388.13 9056.59 1.3 47.81 520.71 2388.07 8137.25 8.5212 0.03 394 2388 100.0 38.64 23.2128
6352 32 132 -0.0033 0.0004 100.0 518.67 642.97 1590.33 1415.96 14.62 21.61 552.52 2388.15 9067.61 1.3 47.74 520.84 2388.18 8137.2 8.4794 0.03 394 2388 100.0 38.64 23.2253
6353 32 133 -0.0011 -0.0004 100.0 518.67 643.21 1592.67 1420.18 14.62 21.61 552.94 2388.13 9067.11 1.3 47.8 521.11 2388.15 8137.22 8.4672 0.03 393 2388 100.0 38.47 23.3179
6354 32 134 -0.0011 -0.0003 100.0 518.67 643.22 1593.66 1424.93 14.62 21.61 552.55 2388.16 9062.55 1.3 47.87 520.83 2388.15 8141.62 8.4176 0.03 396 2388 100.0 38.76 23.3021
6355 32 135 0.0002 0.0002 100.0 518.67 643.55 1593.32 1414.46 14.62 21.61 553.41 2388.12 9064.05 1.3 48.02 520.93 2388.17 8138.82 8.4974 0.03 393 2388 100.0 38.7 23.1736
6356 32 136 0.0012 0.0001 100.0 518.67 642.66 1594.92 1421.56 14.62 21.61 552.04 2388.19 9064.02 1.3 47.69 520.73 2388.17 8139.59 8.4619 0.03 396 2388 100.0 38.72 23.0896
6357 32 137 0.0004 -0.0001 100.0 518.67 642.75 1593.97 1417.69 14.62 21.61 552.83 2388.13 9068.08 1.3 47.7 520.6 2388.17 8134.65 8.4465 0.03 395 2388 100.0 38.73 23.2006
6358 32 138 0.0001 -0.0004 100.0 518.67 642.51 1596.73 1413.38 14.62 21.61 552.44 2388.18 9060.04 1.3 47.79 521.23 2388.14 8135.84 8.4779 0.03 396 2388 100.0 38.52 23.1638
6359 32 139 -0.0011 -0.0 100.0 518.67 642.89 1595.07 1419.87 14.62 21.61 552.7 2388.18 9062.33 1.3 47.83 521.24 2388.17 8142.07 8.4708 0.03 394 2388 100.0 38.63 23.137
6360 32 140 -0.0003 -0.0001 100.0 518.67 642.62 1595.38 1420.68 14.62 21.61 552.51 2388.16 9063.17 1.3 47.82 521.03 2388.2 8140.08 8.4586 0.03 394 2388 100.0 38.62 23.1936
6361 32 141 0.0 0.0003 100.0 518.67 643.24 1587.72 1424.15 14.62 21.61 552.87 2388.18 9063.91 1.3 47.83 520.78 2388.15 8134.66 8.4927 0.03 393 2388 100.0 38.72 23.1835
6362 32 142 -0.0014 -0.0003 100.0 518.67 643.44 1598.61 1419.27 14.62 21.61 551.78 2388.2 9069.36 1.3 47.57 520.99 2388.23 8146.8 8.5028 0.03 395 2388 100.0 38.66 23.2004
6363 32 143 0.0017 -0.0001 100.0 518.67 643.62 1595.09 1412.56 14.62 21.61 552.46 2388.16 9063.27 1.3 47.98 520.79 2388.12 8148.47 8.4774 0.03 396 2388 100.0 38.71 23.2323
6364 32 144 0.0056 0.0005 100.0 518.67 642.82 1597.47 1412.12 14.62 21.61 552.59 2388.13 9064.58 1.3 47.85 521.03 2388.2 8136.23 8.4474 0.03 395 2388 100.0 38.59 23.2716
6365 32 145 0.0005 -0.0004 100.0 518.67 643.13 1598.2 1425.74 14.62 21.61 552.09 2388.14 9067.22 1.3 47.86 521.04 2388.17 8139.74 8.4731 0.03 395 2388 100.0 38.55 23.1409
6366 32 146 -0.0012 0.0005 100.0 518.67 643.28 1586.29 1413.99 14.62 21.61 551.89 2388.11 9059.93 1.3 47.85 520.67 2388.16 8140.26 8.4833 0.03 395 2388 100.0 38.69 23.2742
6367 32 147 -0.0023 -0.0003 100.0 518.67 643.13 1597.63 1412.88 14.62 21.61 553.07 2388.19 9065.31 1.3 47.86 521.15 2388.19 8139.57 8.4825 0.03 394 2388 100.0 38.69 23.278
6368 32 148 0.0025 -0.0001 100.0 518.67 643.06 1592.59 1415.64 14.62 21.61 552.44 2388.16 9069.13 1.3 47.72 520.62 2388.17 8144.06 8.4777 0.03 395 2388 100.0 38.61 23.2173
6369 32 149 -0.0012 -0.0002 100.0 518.67 643.07 1599.17 1415.65 14.62 21.61 552.34 2388.16 9069.92 1.3 47.61 520.32 2388.12 8141.68 8.4888 0.03 395 2388 100.0 38.58 23.2535
6370 32 150 0.0009 -0.0001 100.0 518.67 643.12 1591.1 1414.27 14.62 21.61 552.33 2388.16 9063.65 1.3 47.88 520.67 2388.2 8138.53 8.4758 0.03 393 2388 100.0 38.61 23.2106
6371 32 151 -0.0016 0.0 100.0 518.67 642.64 1594.11 1416.67 14.62 21.61 552.52 2388.13 9066.89 1.3 47.93 520.39 2388.19 8144.03 8.4651 0.03 395 2388 100.0 38.53 23.1815
6372 32 152 0.0021 0.0 100.0 518.67 643.5 1595.9 1418.22 14.62 21.61 552.91 2388.22 9070.08 1.3 47.78 520.79 2388.15 8141.92 8.4842 0.03 395 2388 100.0 38.65 23.1338
6373 32 153 -0.004 0.0002 100.0 518.67 643.43 1595.09 1414.1 14.62 21.61 552.59 2388.17 9074.86 1.3 47.76 520.23 2388.21 8140.38 8.4905 0.03 395 2388 100.0 38.42 23.0981
6374 32 154 0.0005 0.0003 100.0 518.67 643.02 1599.29 1419.79 14.62 21.61 551.88 2388.19 9061.37 1.3 47.88 520.1 2388.14 8137.89 8.4771 0.03 395 2388 100.0 38.67 23.1298
6375 32 155 -0.0005 -0.0003 100.0 518.67 642.94 1590.69 1423.71 14.62 21.61 552.35 2388.16 9063.34 1.3 47.71 520.38 2388.18 8139.65 8.4572 0.03 395 2388 100.0 38.48 23.2381
6376 32 156 -0.0056 -0.0004 100.0 518.67 643.06 1600.69 1417.16 14.62 21.61 552.29 2388.14 9064.17 1.3 47.9 520.74 2388.11 8145.43 8.4965 0.03 395 2388 100.0 38.65 23.1552
6377 32 157 -0.0006 -0.0004 100.0 518.67 643.08 1593.49 1423.07 14.62 21.61 552.54 2388.16 9066.76 1.3 47.82 520.4 2388.17 8142.08 8.468 0.03 393 2388 100.0 38.64 23.2297
6378 32 158 0.0004 0.0001 100.0 518.67 642.97 1604.48 1423.25 14.62 21.61 552.39 2388.21 9067.46 1.3 47.93 520.52 2388.18 8142.12 8.5064 0.03 396 2388 100.0 38.56 23.1026
6379 32 159 -0.0016 -0.0004 100.0 518.67 643.25 1603.5 1424.0 14.62 21.61 551.69 2388.15 9073.62 1.3 47.94 519.69 2388.17 8142.11 8.4864 0.03 396 2388 100.0 38.46 23.1657
6380 32 160 -0.0004 0.0002 100.0 518.67 642.97 1592.5 1414.76 14.62 21.61 552.53 2388.19 9077.78 1.3 47.86 520.24 2388.17 8146.88 8.4829 0.03 395 2388 100.0 38.47 23.0734
6381 32 161 0.002 -0.0001 100.0 518.67 643.23 1585.11 1427.52 14.62 21.61 551.84 2388.2 9074.32 1.3 48.12 520.11 2388.18 8150.09 8.4795 0.03 397 2388 100.0 38.61 23.1756
6382 32 162 0.0008 0.0003 100.0 518.67 643.17 1598.09 1416.42 14.62 21.61 552.1 2388.17 9069.1 1.3 47.94 521.11 2388.21 8149.07 8.4925 0.03 394 2388 100.0 38.47 23.248
6383 32 163 -0.0007 -0.0005 100.0 518.67 643.59 1595.62 1425.06 14.62 21.61 552.57 2388.24 9070.79 1.3 47.88 520.14 2388.21 8138.44 8.4907 0.03 396 2388 100.0 38.77 23.0088
6384 32 164 0.0002 -0.0003 100.0 518.67 643.25 1600.47 1416.92 14.62 21.61 552.09 2388.23 9079.07 1.3 47.99 520.61 2388.17 8144.57 8.5228 0.03 395 2388 100.0 38.71 23.2542
6385 32 165 -0.0011 0.0001 100.0 518.67 643.37 1601.42 1420.93 14.62 21.61 551.9 2388.16 9068.0 1.3 48.05 520.64 2388.21 8147.39 8.5018 0.03 395 2388 100.0 38.61 23.0816
6386 32 166 0.0009 -0.0002 100.0 518.67 643.07 1599.14 1426.65 14.62 21.61 551.75 2388.19 9076.82 1.3 47.95 519.98 2388.24 8152.16 8.5067 0.03 395 2388 100.0 38.67 23.066
6387 32 167 -0.0013 -0.0003 100.0 518.67 643.63 1600.23 1424.4 14.62 21.61 551.43 2388.22 9073.91 1.3 47.95 520.09 2388.19 8147.12 8.4941 0.03 396 2388 100.0 38.49 23.11
6388 32 168 0.0006 0.0001 100.0 518.67 643.79 1598.7 1420.09 14.62 21.61 552.22 2388.23 9071.83 1.3 48.1 520.21 2388.19 8147.31 8.4841 0.03 395 2388 100.0 38.69 23.0624
6389 32 169 0.0012 0.0001 100.0 518.67 643.71 1602.69 1423.19 14.62 21.61 551.15 2388.19 9068.05 1.3 47.76 520.13 2388.19 8149.31 8.5271 0.03 395 2388 100.0 38.57 23.1569
6390 32 170 -0.0003 0.0002 100.0 518.67 643.54 1596.95 1416.23 14.62 21.61 552.38 2388.15 9076.58 1.3 48.11 520.81 2388.21 8150.55 8.4951 0.03 395 2388 100.0 38.57 23.1431
6391 32 171 -0.0041 -0.0005 100.0 518.67 643.29 1595.19 1422.27 14.62 21.61 551.8 2388.18 9074.73 1.3 48.02 520.21 2388.19 8144.99 8.4753 0.03 396 2388 100.0 38.54 23.2284
6392 32 172 -0.0016 -0.0004 100.0 518.67 643.24 1599.06 1424.99 14.62 21.61 552.09 2388.18 9076.53 1.3 48.05 519.91 2388.2 8150.06 8.5169 0.03 395 2388 100.0 38.44 23.0351
6393 32 173 0.0011 -0.0001 100.0 518.67 643.73 1602.88 1423.61 14.62 21.61 551.12 2388.22 9082.25 1.3 48.17 520.13 2388.21 8149.42 8.4917 0.03 396 2388 100.0 38.46 23.0737
6394 32 174 0.0019 0.0001 100.0 518.67 643.38 1599.59 1418.3 14.62 21.61 551.35 2388.25 9078.77 1.3 47.99 519.9 2388.22 8150.37 8.5494 0.03 395 2388 100.0 38.64 23.1118
6395 32 175 -0.0012 0.0005 100.0 518.67 643.54 1597.73 1417.94 14.62 21.61 551.31 2388.24 9081.04 1.3 48.04 520.43 2388.17 8151.34 8.4674 0.03 396 2388 100.0 38.54 23.1733
6396 32 176 0.0014 0.0004 100.0 518.67 643.56 1595.79 1427.29 14.62 21.61 551.37 2388.18 9078.08 1.3 47.93 520.0 2388.2 8151.65 8.4987 0.03 395 2388 100.0 38.59 23.156
6397 32 177 -0.0003 -0.0002 100.0 518.67 643.4 1597.47 1428.69 14.62 21.61 552.22 2388.23 9084.62 1.3 48.15 519.85 2388.19 8150.67 8.4842 0.03 397 2388 100.0 38.49 22.9933
6398 32 178 -0.0006 0.0003 100.0 518.67 643.34 1597.84 1430.73 14.62 21.61 552.15 2388.2 9083.82 1.3 48.14 519.83 2388.26 8150.02 8.52 0.03 397 2388 100.0 38.51 23.0393
6399 32 179 -0.0 -0.0005 100.0 518.67 643.71 1604.82 1422.95 14.62 21.61 550.76 2388.2 9081.84 1.3 48.09 520.05 2388.28 8150.75 8.49 0.03 396 2388 100.0 38.43 23.0918
6400 32 180 0.0006 0.0003 100.0 518.67 643.11 1604.94 1423.33 14.62 21.61 551.72 2388.17 9079.93 1.3 48.1 520.41 2388.18 8153.95 8.5034 0.03 397 2388 100.0 38.61 23.1649
6401 32 181 0.0029 0.0005 100.0 518.67 643.82 1605.61 1427.33 14.62 21.61 551.75 2388.21 9076.89 1.3 48.0 519.93 2388.16 8150.6 8.5359 0.03 398 2388 100.0 38.46 23.0849
6402 32 182 0.0027 -0.0004 100.0 518.67 643.35 1600.74 1421.69 14.62 21.61 551.3 2388.18 9086.81 1.3 47.9 519.93 2388.17 8154.16 8.488 0.03 395 2388 100.0 38.54 23.0462
6403 32 183 0.0004 -0.0004 100.0 518.67 643.33 1599.92 1427.48 14.62 21.61 552.27 2388.18 9081.34 1.3 48.23 520.09 2388.24 8154.37 8.5098 0.03 395 2388 100.0 38.62 23.1186
